번호,언어 제공자 ID,취득연도,방향,타입(단어/문장),파일명,한국어,Unnamed: 7
4152,5,2017,측면,단어,KETI_SL_0000004152.MP4,팔꿈치,
4581,6,2017,정면,단어,KETI_SL_0000004581.MP4,팔꿈치,
5000,6,2017,측면,단어,KETI_SL_0000005000.MP4,팔꿈치,
5419,7,2017,정면,단어,KETI_SL_0000005419.MP4,팔꿈치,
5836,7,2017,측면,단어,KETI_SL_0000005836.MP4,팔꿈치,
6258,8,2017,정면,단어,KETI_SL_0000006258.MP4,팔꿈치,
6677,8,2017,측면,단어,KETI_SL_0000006677.MP4,팔꿈치,
7097,9,2017,정면,단어,KETI_SL_0000007097.MP4,팔꿈치,
7516,9,2017,측면,단어,KETI_SL_0000007516.MP4,팔꿈치,
7934,10,2017,정면,단어,KETI_SL_0000007934.MP4,팔꿈치,
8353,10,2017,측면,단어,KETI_SL_0000008353.MP4,팔꿈치,
392,1,2017,정면,단어,KETI_SL_0000000392.MP4,팔,
811,1,2017,측면,단어,KETI_SL_0000000811.MP4,팔,
1227,2,2017,정면,단어,KETI_SL_0000001227.MP4,팔,
1646,2,2017,측면,단어,KETI_SL_0000001646.MP4,팔,
2001,3,2017,정면,단어,KETI_SL_0000002001.MP4,팔,
2420,3,2017,측면,단어,KETI_SL_0000002420.MP4,팔,
2905,4,2017,정면,단어,KETI_SL_0000002905.MP4,팔,
3324,4,2017,측면,단어,KETI_SL_0000003324.MP4,팔,
3733,5,2017,정면,단어,KETI_SL_0000003733.MP4,팔,
4151,5,2017,측면,단어,KETI_SL_0000004151.MP4,팔,
4580,6,2017,정면,단어,KETI_SL_0000004580.MP4,팔,
4999,6,2017,측면,단어,KETI_SL_0000004999.MP4,팔,
5418,7,2017,정면,단어,KETI_SL_0000005418.MP4,팔,
5835,7,2017,측면,단어,KETI_SL_0000005835.MP4,팔,
6257,8,2017,정면,단어,KETI_SL_0000006257.MP4,팔,
6676,8,2017,측면,단어,KETI_SL_0000006676.MP4,팔,
7096,9,2017,정면,단어,KETI_SL_0000007096.MP4,팔,
7515,9,2017,측면,단어,KETI_SL_0000007515.MP4,팔,
7933,10,2017,정면,단어,KETI_SL_0000007933.MP4,팔,
8352,10,2017,측면,단어,KETI_SL_0000008352.MP4,팔,
391,1,2017,정면,단어,KETI_SL_0000000391.MP4,파편,
810,1,2017,측면,단어,KETI_SL_0000000810.MP4,파편,
1226,2,2017,정면,단어,KETI_SL_0000001226.MP4,파편,
1645,2,2017,측면,단어,KETI_SL_0000001645.MP4,파편,
2000,3,2017,정면,단어,KETI_SL_0000002000.MP4,파편,
2419,3,2017,측면,단어,KETI_SL_0000002419.MP4,파편,
2904,4,2017,정면,단어,KETI_SL_0000002904.MP4,파편,
3323,4,2017,측면,단어,KETI_SL_0000003323.MP4,파편,
3732,5,2017,정면,단어,KETI_SL_0000003732.MP4,파편,
4150,5,2017,측면,단어,KETI_SL_0000004150.MP4,파편,
4579,6,2017,정면,단어,KETI_SL_0000004579.MP4,파편,
4998,6,2017,측면,단어,KETI_SL_0000004998.MP4,파편,
5417,7,2017,정면,단어,KETI_SL_0000005417.MP4,파편,
5834,7,2017,측면,단어,KETI_SL_0000005834.MP4,파편,
6256,8,2017,정면,단어,KETI_SL_0000006256.MP4,파편,
6675,8,2017,측면,단어,KETI_SL_0000006675.MP4,파편,
7095,9,2017,정면,단어,KETI_SL_0000007095.MP4,파편,
7514,9,2017,측면,단어,KETI_SL_0000007514.MP4,파편,
7932,10,2017,정면,단어,KETI_SL_0000007932.MP4,파편,
8351,10,2017,측면,단어,KETI_SL_0000008351.MP4,파편,
390,1,2017,정면,단어,KETI_SL_0000000390.MP4,파도,
809,1,2017,측면,단어,KETI_SL_0000000809.MP4,파도,
1225,2,2017,정면,단어,KETI_SL_0000001225.MP4,파도,
1644,2,2017,측면,단어,KETI_SL_0000001644.MP4,파도,
1998,3,2017,정면,단어,KETI_SL_0000001998.MP4,파도,
2417,3,2017,측면,단어,KETI_SL_0000002417.MP4,파도,
2903,4,2017,정면,단어,KETI_SL_0000002903.MP4,파도,
3322,4,2017,측면,단어,KETI_SL_0000003322.MP4,파도,
3731,5,2017,정면,단어,KETI_SL_0000003731.MP4,파도,
4149,5,2017,측면,단어,KETI_SL_0000004149.MP4,파도,
4578,6,2017,정면,단어,KETI_SL_0000004578.MP4,파도,
4997,6,2017,측면,단어,KETI_SL_0000004997.MP4,파도,
5416,7,2017,정면,단어,KETI_SL_0000005416.MP4,파도,
5833,7,2017,측면,단어,KETI_SL_0000005833.MP4,파도,
6255,8,2017,정면,단어,KETI_SL_0000006255.MP4,파도,
6674,8,2017,측면,단어,KETI_SL_0000006674.MP4,파도,
7094,9,2017,정면,단어,KETI_SL_0000007094.MP4,파도,
7513,9,2017,측면,단어,KETI_SL_0000007513.MP4,파도,
7931,10,2017,정면,단어,KETI_SL_0000007931.MP4,파도,
8350,10,2017,측면,단어,KETI_SL_0000008350.MP4,파도,
389,1,2017,정면,단어,KETI_SL_0000000389.MP4,트럭,
808,1,2017,측면,단어,KETI_SL_0000000808.MP4,트럭,
1224,2,2017,정면,단어,KETI_SL_0000001224.MP4,트럭,
1643,2,2017,측면,단어,KETI_SL_0000001643.MP4,트럭,
1997,3,2017,정면,단어,KETI_SL_0000001997.MP4,트럭,
2416,3,2017,측면,단어,KETI_SL_0000002416.MP4,트럭,
2902,4,2017,정면,단어,KETI_SL_0000002902.MP4,트럭,
3321,4,2017,측면,단어,KETI_SL_0000003321.MP4,트럭,
3730,5,2017,정면,단어,KETI_SL_0000003730.MP4,트럭,
4148,5,2017,측면,단어,KETI_SL_0000004148.MP4,트럭,
4577,6,2017,정면,단어,KETI_SL_0000004577.MP4,트럭,
4996,6,2017,측면,단어,KETI_SL_0000004996.MP4,트럭,
5415,7,2017,정면,단어,KETI_SL_0000005415.MP4,트럭,
5832,7,2017,측면,단어,KETI_SL_0000005832.MP4,트럭,
6254,8,2017,정면,단어,KETI_SL_0000006254.MP4,트럭,
6673,8,2017,측면,단어,KETI_SL_0000006673.MP4,트럭,
7093,9,2017,정면,단어,KETI_SL_0000007093.MP4,트럭,
7512,9,2017,측면,단어,KETI_SL_0000007512.MP4,트럭,
7930,10,2017,정면,단어,KETI_SL_0000007930.MP4,트럭,
8349,10,2017,측면,단어,KETI_SL_0000008349.MP4,트럭,
388,1,2017,정면,단어,KETI_SL_0000000388.MP4,트랙터,
807,1,2017,측면,단어,KETI_SL_0000000807.MP4,트랙터,
1223,2,2017,정면,단어,KETI_SL_0000001223.MP4,트랙터,
1642,2,2017,측면,단어,KETI_SL_0000001642.MP4,트랙터,
1996,3,2017,정면,단어,KETI_SL_0000001996.MP4,트랙터,
2415,3,2017,측면,단어,KETI_SL_0000002415.MP4,트랙터,
2901,4,2017,정면,단어,KETI_SL_0000002901.MP4,트랙터,
3320,4,2017,측면,단어,KETI_SL_0000003320.MP4,트랙터,
3729,5,2017,정면,단어,KETI_SL_0000003729.MP4,트랙터,
4147,5,2017,측면,단어,KETI_SL_0000004147.MP4,트랙터,
4576,6,2017,정면,단어,KETI_SL_0000004576.MP4,트랙터,
4995,6,2017,측면,단어,KETI_SL_0000004995.MP4,트랙터,
5414,7,2017,정면,단어,KETI_SL_0000005414.MP4,트랙터,
5831,7,2017,측면,단어,KETI_SL_0000005831.MP4,트랙터,
6253,8,2017,정면,단어,KETI_SL_0000006253.MP4,트랙터,
6672,8,2017,측면,단어,KETI_SL_0000006672.MP4,트랙터,
7092,9,2017,정면,단어,KETI_SL_0000007092.MP4,트랙터,
7511,9,2017,측면,단어,KETI_SL_0000007511.MP4,트랙터,
7929,10,2017,정면,단어,KETI_SL_0000007929.MP4,트랙터,
8348,10,2017,측면,단어,KETI_SL_0000008348.MP4,트랙터,
387,1,2017,정면,단어,KETI_SL_0000000387.MP4,통학버스,
806,1,2017,측면,단어,KETI_SL_0000000806.MP4,통학버스,
1222,2,2017,정면,단어,KETI_SL_0000001222.MP4,통학버스,
1641,2,2017,측면,단어,KETI_SL_0000001641.MP4,통학버스,
1995,3,2017,정면,단어,KETI_SL_0000001995.MP4,통학버스,
2414,3,2017,측면,단어,KETI_SL_0000002414.MP4,통학버스,
2900,4,2017,정면,단어,KETI_SL_0000002900.MP4,통학버스,
3319,4,2017,측면,단어,KETI_SL_0000003319.MP4,통학버스,
3728,5,2017,정면,단어,KETI_SL_0000003728.MP4,통학버스,
4146,5,2017,측면,단어,KETI_SL_0000004146.MP4,통학버스,
4575,6,2017,정면,단어,KETI_SL_0000004575.MP4,통학버스,
4994,6,2017,측면,단어,KETI_SL_0000004994.MP4,통학버스,
5413,7,2017,정면,단어,KETI_SL_0000005413.MP4,통학버스,
5830,7,2017,측면,단어,KETI_SL_0000005830.MP4,통학버스,
6252,8,2017,정면,단어,KETI_SL_0000006252.MP4,통학버스,
6671,8,2017,측면,단어,KETI_SL_0000006671.MP4,통학버스,
7091,9,2017,정면,단어,KETI_SL_0000007091.MP4,통학버스,
7510,9,2017,측면,단어,KETI_SL_0000007510.MP4,통학버스,
7928,10,2017,정면,단어,KETI_SL_0000007928.MP4,통학버스,
8347,10,2017,측면,단어,KETI_SL_0000008347.MP4,통학버스,
386,1,2017,정면,단어,KETI_SL_0000000386.MP4,토하다,
805,1,2017,측면,단어,KETI_SL_0000000805.MP4,토하다,
1221,2,2017,정면,단어,KETI_SL_0000001221.MP4,토하다,
1640,2,2017,측면,단어,KETI_SL_0000001640.MP4,토하다,
1994,3,2017,정면,단어,KETI_SL_0000001994.MP4,토하다,
2413,3,2017,측면,단어,KETI_SL_0000002413.MP4,토하다,
2899,4,2017,정면,단어,KETI_SL_0000002899.MP4,토하다,
3318,4,2017,측면,단어,KETI_SL_0000003318.MP4,토하다,
3727,5,2017,정면,단어,KETI_SL_0000003727.MP4,토하다,
4145,5,2017,측면,단어,KETI_SL_0000004145.MP4,토하다,
4574,6,2017,정면,단어,KETI_SL_0000004574.MP4,토하다,
4993,6,2017,측면,단어,KETI_SL_0000004993.MP4,토하다,
5412,7,2017,정면,단어,KETI_SL_0000005412.MP4,토하다,
5829,7,2017,측면,단어,KETI_SL_0000005829.MP4,토하다,
6251,8,2017,정면,단어,KETI_SL_0000006251.MP4,토하다,
6670,8,2017,측면,단어,KETI_SL_0000006670.MP4,토하다,
7090,9,2017,정면,단어,KETI_SL_0000007090.MP4,토하다,
7509,9,2017,측면,단어,KETI_SL_0000007509.MP4,토하다,
7927,10,2017,정면,단어,KETI_SL_0000007927.MP4,토하다,
8346,10,2017,측면,단어,KETI_SL_0000008346.MP4,토하다,
385,1,2017,정면,단어,KETI_SL_0000000385.MP4,토요일,
804,1,2017,측면,단어,KETI_SL_0000000804.MP4,토요일,
1220,2,2017,정면,단어,KETI_SL_0000001220.MP4,토요일,
1639,2,2017,측면,단어,KETI_SL_0000001639.MP4,토요일,
1993,3,2017,정면,단어,KETI_SL_0000001993.MP4,토요일,
2412,3,2017,측면,단어,KETI_SL_0000002412.MP4,토요일,
2898,4,2017,정면,단어,KETI_SL_0000002898.MP4,토요일,
3317,4,2017,측면,단어,KETI_SL_0000003317.MP4,토요일,
3726,5,2017,정면,단어,KETI_SL_0000003726.MP4,토요일,
4144,5,2017,측면,단어,KETI_SL_0000004144.MP4,토요일,
4573,6,2017,정면,단어,KETI_SL_0000004573.MP4,토요일,
4992,6,2017,측면,단어,KETI_SL_0000004992.MP4,토요일,
5411,7,2017,정면,단어,KETI_SL_0000005411.MP4,토요일,
5828,7,2017,측면,단어,KETI_SL_0000005828.MP4,토요일,
6250,8,2017,정면,단어,KETI_SL_0000006250.MP4,토요일,
6669,8,2017,측면,단어,KETI_SL_0000006669.MP4,토요일,
7089,9,2017,정면,단어,KETI_SL_0000007089.MP4,토요일,
7508,9,2017,측면,단어,KETI_SL_0000007508.MP4,토요일,
7926,10,2017,정면,단어,KETI_SL_0000007926.MP4,토요일,
8345,10,2017,측면,단어,KETI_SL_0000008345.MP4,토요일,
8415,1,2017,정면,문장,KETI_SL_0000008415.MP4,터널이 무너져 갇혔어요,
8520,1,2017,측면,문장,KETI_SL_0000008520.MP4,터널이 무너져 갇혔어요,
8625,2,2017,정면,문장,KETI_SL_0000008625.MP4,터널이 무너져 갇혔어요,
8730,2,2017,측면,문장,KETI_SL_0000008730.MP4,터널이 무너져 갇혔어요,
8835,3,2017,정면,문장,KETI_SL_0000008835.MP4,터널이 무너져 갇혔어요,
8940,3,2017,측면,문장,KETI_SL_0000008940.MP4,터널이 무너져 갇혔어요,
9045,4,2017,정면,문장,KETI_SL_0000009045.MP4,터널이 무너져 갇혔어요,
9150,4,2017,측면,문장,KETI_SL_0000009150.MP4,터널이 무너져 갇혔어요,
9255,5,2017,정면,문장,KETI_SL_0000009255.MP4,터널이 무너져 갇혔어요,
9360,5,2017,측면,문장,KETI_SL_0000009360.MP4,터널이 무너져 갇혔어요,
9465,6,2017,정면,문장,KETI_SL_0000009465.MP4,터널이 무너져 갇혔어요,
9569,6,2017,측면,문장,KETI_SL_0000009569.MP4,터널이 무너져 갇혔어요,
9675,7,2017,정면,문장,KETI_SL_0000009675.MP4,터널이 무너져 갇혔어요,
9780,7,2017,측면,문장,KETI_SL_0000009780.MP4,터널이 무너져 갇혔어요,
9885,8,2017,정면,문장,KETI_SL_0000009885.MP4,터널이 무너져 갇혔어요,
9990,8,2017,측면,문장,KETI_SL_0000009990.MP4,터널이 무너져 갇혔어요,
10095,9,2017,정면,문장,KETI_SL_0000010095.MP4,터널이 무너져 갇혔어요,
10200,9,2017,측면,문장,KETI_SL_0000010200.MP4,터널이 무너져 갇혔어요,
10305,10,2017,정면,문장,KETI_SL_0000010305.MP4,터널이 무너져 갇혔어요,
10410,10,2017,측면,문장,KETI_SL_0000010410.MP4,터널이 무너져 갇혔어요,
384,1,2017,정면,단어,KETI_SL_0000000384.MP4,택시,
803,1,2017,측면,단어,KETI_SL_0000000803.MP4,택시,
1219,2,2017,정면,단어,KETI_SL_0000001219.MP4,택시,
1638,2,2017,측면,단어,KETI_SL_0000001638.MP4,택시,
1992,3,2017,정면,단어,KETI_SL_0000001992.MP4,택시,
2411,3,2017,측면,단어,KETI_SL_0000002411.MP4,택시,
2897,4,2017,정면,단어,KETI_SL_0000002897.MP4,택시,
3316,4,2017,측면,단어,KETI_SL_0000003316.MP4,택시,
3725,5,2017,정면,단어,KETI_SL_0000003725.MP4,택시,
4143,5,2017,측면,단어,KETI_SL_0000004143.MP4,택시,
4572,6,2017,정면,단어,KETI_SL_0000004572.MP4,택시,
4991,6,2017,측면,단어,KETI_SL_0000004991.MP4,택시,
5410,7,2017,정면,단어,KETI_SL_0000005410.MP4,택시,
5827,7,2017,측면,단어,KETI_SL_0000005827.MP4,택시,
6249,8,2017,정면,단어,KETI_SL_0000006249.MP4,택시,
6668,8,2017,측면,단어,KETI_SL_0000006668.MP4,택시,
7088,9,2017,정면,단어,KETI_SL_0000007088.MP4,택시,
7507,9,2017,측면,단어,KETI_SL_0000007507.MP4,택시,
7925,10,2017,정면,단어,KETI_SL_0000007925.MP4,택시,
8344,10,2017,측면,단어,KETI_SL_0000008344.MP4,택시,
135,1,2017,정면,단어,KETI_SL_0000000135.MP4,탈골,
554,1,2017,측면,단어,KETI_SL_0000000554.MP4,탈골,
1218,2,2017,정면,단어,KETI_SL_0000001218.MP4,탈골,
1637,2,2017,측면,단어,KETI_SL_0000001637.MP4,탈골,
1991,3,2017,정면,단어,KETI_SL_0000001991.MP4,탈골,
2410,3,2017,측면,단어,KETI_SL_0000002410.MP4,탈골,
2649,4,2017,정면,단어,KETI_SL_0000002649.MP4,탈골,
3068,4,2017,측면,단어,KETI_SL_0000003068.MP4,탈골,
3588,5,2017,정면,단어,KETI_SL_0000003588.MP4,탈골,
3904,5,2017,측면,단어,KETI_SL_0000003904.MP4,탈골,
4324,6,2017,정면,단어,KETI_SL_0000004324.MP4,탈골,
4743,6,2017,측면,단어,KETI_SL_0000004743.MP4,탈골,
5272,7,2017,정면,단어,KETI_SL_0000005272.MP4,탈골,
5689,7,2017,측면,단어,KETI_SL_0000005689.MP4,탈골,
6001,8,2017,정면,단어,KETI_SL_0000006001.MP4,탈골,
6420,8,2017,측면,단어,KETI_SL_0000006420.MP4,탈골,
7087,9,2017,정면,단어,KETI_SL_0000007087.MP4,탈골,
7506,9,2017,측면,단어,KETI_SL_0000007506.MP4,탈골,
7924,10,2017,정면,단어,KETI_SL_0000007924.MP4,탈골,
8343,10,2017,측면,단어,KETI_SL_0000008343.MP4,탈골,
383,1,2017,정면,단어,KETI_SL_0000000383.MP4,코,
802,1,2017,측면,단어,KETI_SL_0000000802.MP4,코,
1217,2,2017,정면,단어,KETI_SL_0000001217.MP4,코,
1636,2,2017,측면,단어,KETI_SL_0000001636.MP4,코,
1990,3,2017,정면,단어,KETI_SL_0000001990.MP4,코,
2409,3,2017,측면,단어,KETI_SL_0000002409.MP4,코,
2896,4,2017,정면,단어,KETI_SL_0000002896.MP4,코,
3315,4,2017,측면,단어,KETI_SL_0000003315.MP4,코,
3724,5,2017,정면,단어,KETI_SL_0000003724.MP4,코,
4142,5,2017,측면,단어,KETI_SL_0000004142.MP4,코,
4571,6,2017,정면,단어,KETI_SL_0000004571.MP4,코,
4990,6,2017,측면,단어,KETI_SL_0000004990.MP4,코,
5409,7,2017,정면,단어,KETI_SL_0000005409.MP4,코,
5826,7,2017,측면,단어,KETI_SL_0000005826.MP4,코,
6248,8,2017,정면,단어,KETI_SL_0000006248.MP4,코,
6667,8,2017,측면,단어,KETI_SL_0000006667.MP4,코,
7086,9,2017,정면,단어,KETI_SL_0000007086.MP4,코,
7505,9,2017,측면,단어,KETI_SL_0000007505.MP4,코,
7923,10,2017,정면,단어,KETI_SL_0000007923.MP4,코,
8342,10,2017,측면,단어,KETI_SL_0000008342.MP4,코,
382,1,2017,정면,단어,KETI_SL_0000000382.MP4,칼,
801,1,2017,측면,단어,KETI_SL_0000000801.MP4,칼,
1216,2,2017,정면,단어,KETI_SL_0000001216.MP4,칼,
1635,2,2017,측면,단어,KETI_SL_0000001635.MP4,칼,
1989,3,2017,정면,단어,KETI_SL_0000001989.MP4,칼,
2408,3,2017,측면,단어,KETI_SL_0000002408.MP4,칼,
2895,4,2017,정면,단어,KETI_SL_0000002895.MP4,칼,
3314,4,2017,측면,단어,KETI_SL_0000003314.MP4,칼,
3723,5,2017,정면,단어,KETI_SL_0000003723.MP4,칼,
4141,5,2017,측면,단어,KETI_SL_0000004141.MP4,칼,
4570,6,2017,정면,단어,KETI_SL_0000004570.MP4,칼,
4989,6,2017,측면,단어,KETI_SL_0000004989.MP4,칼,
5408,7,2017,정면,단어,KETI_SL_0000005408.MP4,칼,
5825,7,2017,측면,단어,KETI_SL_0000005825.MP4,칼,
6247,8,2017,정면,단어,KETI_SL_0000006247.MP4,칼,
6666,8,2017,측면,단어,KETI_SL_0000006666.MP4,칼,
7085,9,2017,정면,단어,KETI_SL_0000007085.MP4,칼,
7504,9,2017,측면,단어,KETI_SL_0000007504.MP4,칼,
7922,10,2017,정면,단어,KETI_SL_0000007922.MP4,칼,
8341,10,2017,측면,단어,KETI_SL_0000008341.MP4,칼,
381,1,2017,정면,단어,KETI_SL_0000000381.MP4,침수,
800,1,2017,측면,단어,KETI_SL_0000000800.MP4,침수,
1215,2,2017,정면,단어,KETI_SL_0000001215.MP4,침수,
1634,2,2017,측면,단어,KETI_SL_0000001634.MP4,침수,
1987,3,2017,정면,단어,KETI_SL_0000001987.MP4,침수,
2406,3,2017,측면,단어,KETI_SL_0000002406.MP4,침수,
2894,4,2017,정면,단어,KETI_SL_0000002894.MP4,침수,
3313,4,2017,측면,단어,KETI_SL_0000003313.MP4,침수,
3722,5,2017,정면,단어,KETI_SL_0000003722.MP4,침수,
4140,5,2017,측면,단어,KETI_SL_0000004140.MP4,침수,
4569,6,2017,정면,단어,KETI_SL_0000004569.MP4,침수,
4988,6,2017,측면,단어,KETI_SL_0000004988.MP4,침수,
5407,7,2017,정면,단어,KETI_SL_0000005407.MP4,침수,
5824,7,2017,측면,단어,KETI_SL_0000005824.MP4,침수,
6246,8,2017,정면,단어,KETI_SL_0000006246.MP4,침수,
6665,8,2017,측면,단어,KETI_SL_0000006665.MP4,침수,
7084,9,2017,정면,단어,KETI_SL_0000007084.MP4,침수,
7503,9,2017,측면,단어,KETI_SL_0000007503.MP4,침수,
7921,10,2017,정면,단어,KETI_SL_0000007921.MP4,침수,
8340,10,2017,측면,단어,KETI_SL_0000008340.MP4,침수,
8405,1,2017,정면,문장,KETI_SL_0000008405.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
8510,1,2017,측면,문장,KETI_SL_0000008510.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
8615,2,2017,정면,문장,KETI_SL_0000008615.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
8720,2,2017,측면,문장,KETI_SL_0000008720.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
8825,3,2017,정면,문장,KETI_SL_0000008825.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
8930,3,2017,측면,문장,KETI_SL_0000008930.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
9035,4,2017,정면,문장,KETI_SL_0000009035.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
9140,4,2017,측면,문장,KETI_SL_0000009140.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
9245,5,2017,정면,문장,KETI_SL_0000009245.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
9350,5,2017,측면,문장,KETI_SL_0000009350.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
9455,6,2017,정면,문장,KETI_SL_0000009455.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
9559,6,2017,측면,문장,KETI_SL_0000009559.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
9665,7,2017,정면,문장,KETI_SL_0000009665.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
9770,7,2017,측면,문장,KETI_SL_0000009770.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
9875,8,2017,정면,문장,KETI_SL_0000009875.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
9980,8,2017,측면,문장,KETI_SL_0000009980.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
10085,9,2017,정면,문장,KETI_SL_0000010085.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
10190,9,2017,측면,문장,KETI_SL_0000010190.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
10295,10,2017,정면,문장,KETI_SL_0000010295.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
10400,10,2017,측면,문장,KETI_SL_0000010400.MP4,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
8407,1,2017,정면,문장,KETI_SL_0000008407.MP4,친구가 숨을 안 쉬는 것 같아요,
8512,1,2017,측면,문장,KETI_SL_0000008512.MP4,친구가 숨을 안 쉬는 것 같아요,
8617,2,2017,정면,문장,KETI_SL_0000008617.MP4,친구가 숨을 안 쉬는 것 같아요,
8722,2,2017,측면,문장,KETI_SL_0000008722.MP4,친구가 숨을 안 쉬는 것 같아요,
8827,3,2017,정면,문장,KETI_SL_0000008827.MP4,친구가 숨을 안 쉬는 것 같아요,
8932,3,2017,측면,문장,KETI_SL_0000008932.MP4,친구가 숨을 안 쉬는 것 같아요,
9037,4,2017,정면,문장,KETI_SL_0000009037.MP4,친구가 숨을 안 쉬는 것 같아요,
9142,4,2017,측면,문장,KETI_SL_0000009142.MP4,친구가 숨을 안 쉬는 것 같아요,
9247,5,2017,정면,문장,KETI_SL_0000009247.MP4,친구가 숨을 안 쉬는 것 같아요,
9352,5,2017,측면,문장,KETI_SL_0000009352.MP4,친구가 숨을 안 쉬는 것 같아요,
9457,6,2017,정면,문장,KETI_SL_0000009457.MP4,친구가 숨을 안 쉬는 것 같아요,
9561,6,2017,측면,문장,KETI_SL_0000009561.MP4,친구가 숨을 안 쉬는 것 같아요,
9667,7,2017,정면,문장,KETI_SL_0000009667.MP4,친구가 숨을 안 쉬는 것 같아요,
9772,7,2017,측면,문장,KETI_SL_0000009772.MP4,친구가 숨을 안 쉬는 것 같아요,
9877,8,2017,정면,문장,KETI_SL_0000009877.MP4,친구가 숨을 안 쉬는 것 같아요,
9982,8,2017,측면,문장,KETI_SL_0000009982.MP4,친구가 숨을 안 쉬는 것 같아요,
10087,9,2017,정면,문장,KETI_SL_0000010087.MP4,친구가 숨을 안 쉬는 것 같아요,
10192,9,2017,측면,문장,KETI_SL_0000010192.MP4,친구가 숨을 안 쉬는 것 같아요,
10297,10,2017,정면,문장,KETI_SL_0000010297.MP4,친구가 숨을 안 쉬는 것 같아요,
10402,10,2017,측면,문장,KETI_SL_0000010402.MP4,친구가 숨을 안 쉬는 것 같아요,
8406,1,2017,정면,문장,KETI_SL_0000008406.MP4,친구가 감전 사고를 당했어요,
8511,1,2017,측면,문장,KETI_SL_0000008511.MP4,친구가 감전 사고를 당했어요,
8616,2,2017,정면,문장,KETI_SL_0000008616.MP4,친구가 감전 사고를 당했어요,
8721,2,2017,측면,문장,KETI_SL_0000008721.MP4,친구가 감전 사고를 당했어요,
8826,3,2017,정면,문장,KETI_SL_0000008826.MP4,친구가 감전 사고를 당했어요,
8931,3,2017,측면,문장,KETI_SL_0000008931.MP4,친구가 감전 사고를 당했어요,
9036,4,2017,정면,문장,KETI_SL_0000009036.MP4,친구가 감전 사고를 당했어요,
9141,4,2017,측면,문장,KETI_SL_0000009141.MP4,친구가 감전 사고를 당했어요,
9246,5,2017,정면,문장,KETI_SL_0000009246.MP4,친구가 감전 사고를 당했어요,
9351,5,2017,측면,문장,KETI_SL_0000009351.MP4,친구가 감전 사고를 당했어요,
9456,6,2017,정면,문장,KETI_SL_0000009456.MP4,친구가 감전 사고를 당했어요,
9560,6,2017,측면,문장,KETI_SL_0000009560.MP4,친구가 감전 사고를 당했어요,
9666,7,2017,정면,문장,KETI_SL_0000009666.MP4,친구가 감전 사고를 당했어요,
9771,7,2017,측면,문장,KETI_SL_0000009771.MP4,친구가 감전 사고를 당했어요,
9876,8,2017,정면,문장,KETI_SL_0000009876.MP4,친구가 감전 사고를 당했어요,
9981,8,2017,측면,문장,KETI_SL_0000009981.MP4,친구가 감전 사고를 당했어요,
10086,9,2017,정면,문장,KETI_SL_0000010086.MP4,친구가 감전 사고를 당했어요,
10191,9,2017,측면,문장,KETI_SL_0000010191.MP4,친구가 감전 사고를 당했어요,
10296,10,2017,정면,문장,KETI_SL_0000010296.MP4,친구가 감전 사고를 당했어요,
10401,10,2017,측면,문장,KETI_SL_0000010401.MP4,친구가 감전 사고를 당했어요,
380,1,2017,정면,단어,KETI_SL_0000000380.MP4,친구,
799,1,2017,측면,단어,KETI_SL_0000000799.MP4,친구,
1214,2,2017,정면,단어,KETI_SL_0000001214.MP4,친구,
1633,2,2017,측면,단어,KETI_SL_0000001633.MP4,친구,
1986,3,2017,정면,단어,KETI_SL_0000001986.MP4,친구,
2405,3,2017,측면,단어,KETI_SL_0000002405.MP4,친구,
2893,4,2017,정면,단어,KETI_SL_0000002893.MP4,친구,
3312,4,2017,측면,단어,KETI_SL_0000003312.MP4,친구,
3721,5,2017,정면,단어,KETI_SL_0000003721.MP4,친구,
4139,5,2017,측면,단어,KETI_SL_0000004139.MP4,친구,
4568,6,2017,정면,단어,KETI_SL_0000004568.MP4,친구,
4987,6,2017,측면,단어,KETI_SL_0000004987.MP4,친구,
5406,7,2017,정면,단어,KETI_SL_0000005406.MP4,친구,
